x	y
-0.543734704144299	0.5304484278154777
0.721222807187587	2.14684211911909
1.122307131998241	3.22871398786468
0.5717147367540747	3.476012327978581
0.6058831159025431	5.076224556938422
0.8855110094882548	4.074670152893521
-0.45353455818258226	2.2272152023894507
0.6592907051090151	3.055828453819699
1.1867815288715065	4.779830484422797
-1.2581690771039575	1.3504588422852848
-1.4011789429932833	1.2439670721912628
0.28314333222806454	2.8681526278377083
-0.4213716038502753	1.220584270736407
-1.2356569881085306	-0.48287236549686463
0.44800858036614954	3.4757691964381494
0.5982714062556624	4.032958198999001
-0.9150538793765008	-0.04921035615647994
-1.4156998498365283	-0.1856929946827221
0.8137946475762874	2.3051417235649216
-0.4060613731853664	0.9591858097806465
-1.2245310321450233	1.1430556222450208
1.3106121104210615	6.852985646217405
-0.38070998643524945	-1.0992752104218302
-1.2234824176412076	-1.3239990547973863
-1.0205684651155025	-0.8292607025384453
